Kingdom	Phylum	Class	Order	Family	Genus	Species	Taxon
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GGB29810	GGB29810_SGB42635	SGB42635
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	GGB30195	GGB30195_SGB43122	SGB43122
Bacteria	Firmicutes	CFGB8213	OFGB8213	FGB8213	GGB29169	GGB29169_SGB41900	SGB41900
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	GGB24120	GGB24120_SGB35921	SGB35921
Bacteria	Firmicutes	CFGB8213	OFGB8213	FGB8213	GGB29178	GGB29178_SGB41911	SGB41911
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium_sp_Sa4CUA7	SGB87938
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella_hellenica	SGB29577
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus_martis	SGB7916
Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	GGB4585	GGB4585_SGB6340	SGB6340
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	GGB25418	GGB25418_SGB37371	SGB37371
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	Ruminococcaceae_unclassified_SGB42827	SGB42827
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	GGB24114	GGB24114_SGB35909	SGB35909
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	Lactobacillus_oryzae	SGB7183
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_merycicum	SGB17232
Bacteria	Firmicutes	CFGB9552	OFGB9552	FGB9552	GGB28570	GGB28570_SGB41183	SGB41183
Bacteria	Bacteroidetes	CFGB7551	OFGB7551	FGB7551	GGB24071	GGB24071_SGB35856	SGB35856
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	SGB7168
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_wanghuae	SGB81594
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	GGB24113	GGB24113_SGB35908	SGB35908
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	Clostridiales_Family_XIII_bacterium_WCA_MUC_591_APC_3H	SGB37202
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	GGB25411	GGB25411_SGB37363	SGB37363
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	Clostridiales_Family_XIII_bacterium_RF_744_FAT_WT_3	SGB3928
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix_rhusiopathiae	SGB36902
Bacteria	Bacteroidetes	CFGB7550	OFGB7550	FGB7550	GGB24064	GGB24064_SGB40099	SGB40099
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	GGB25030	GGB25030_SGB36947	SGB36947
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_pyruvativorans	SGB3966
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	GGB23997	GGB23997_SGB35757	SGB35757
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	GGB25413	GGB25413_SGB37366	SGB37366
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium_wangchenii	SGB34953
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GGB25569	GGB25569_SGB37535	SGB37535
Bacteria	Bacteroidetes	CFGB7550	OFGB7550	FGB7550	GGB24068	GGB24068_SGB35851	SGB35851
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	GGB30153	GGB30153_SGB43080	SGB43080
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas_sp_KH9	SGB16075
Bacteria	Actinobacteria	CFGB8538	OFGB8538	FGB8538	GGB30736	GGB30736_SGB43893	SGB43893
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Denitrobacterium	Denitrobacterium_detoxificans	SGB14783
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GGB25199	GGB25199_SGB37131	SGB37131
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus_lutrae	SGB7921
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_sp_D12	SGB7808
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_sp_ne3005	SGB1750
Bacteria	Actinobacteria	CFGB8538	OFGB8538	FGB8538	GGB30734	GGB30734_SGB43891	SGB43891
Bacteria	Firmicutes	CFGB8099	OFGB8099	FGB8099	GGB29512	GGB29512_SGB42294	SGB42294
Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	GGB27185	GGB27185_SGB39405	SGB39405
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalimonas	Faecalimonas_umbilicata	SGB4583
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Hansschlegelia	Hansschlegelia_beijingensis	SGB89748
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus_fluvialis	SGB7918
Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	GGB28533	GGB28533_SGB41136	SGB41136
Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	GGB25252	GGB25252_SGB37188	SGB37188
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Psychrobacillus	Psychrobacillus_sp_BL_248_WT_3	SGB7511
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GGB29203	GGB29203_SGB41940	SGB41940
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_choerinum	SGB17280
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	GGB30177	GGB30177_SGB43104	SGB43104
Bacteria	Firmicutes	CFGB8207	OFGB8207	FGB8207	GGB25213	GGB25213_SGB37146	SGB37146
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Salinibacterium	Salinibacterium_hongtaonis	SGB23843
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Devosia_sp_1566	SGB32007
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas_koreensis	SGB12444
Bacteria	Firmicutes	CFGB8097	OFGB8097	FGB8097	GGB24995	GGB24995_SGB36910	SGB36910
Bacteria	Firmicutes	CFGB9740	OFGB9740	FGB9740	GGB29262	GGB29262_SGB42016	SGB42016
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella_lenta	SGB14809
Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	GGB27186	GGB27186_SGB39407	SGB39407
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	GGB23981	GGB23981_SGB40687	SGB40687
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix_sp_HDW6C	SGB77376
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	GGB23815	GGB23815_SGB35527	SGB35527
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	GGB28166	GGB28166_SGB40665	SGB40665
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_thermophilum	SGB17273
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_SGB89046	SGB89046
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	GGB23811	GGB23811_SGB35522	SGB35522
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	GGB30063	GGB30063_SGB42970	SGB42970
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_sp_ZJ1307	SGB87656
Bacteria	Firmicutes	CFGB8113	OFGB8113	FGB8113	GGB25023	GGB25023_SGB36940	SGB36940
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Kandleria	Kandleria_vitulina	SGB6786
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_sp_AGMB_02131	SGB82791
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	GGB24122	GGB24122_SGB40265	SGB40265
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	Phocaeicola	Phocaeicola_sartorii	SGB1813
Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	GGB28526	GGB28526_SGB41125	SGB41125
Bacteria	Firmicutes	Bacilli	Bacilli_unclassified	Bacilli_unclassified	Bacilli_unclassified	Bacilli_bacterium	SGB6533
Bacteria	Firmicutes	CFGB8207	OFGB8207	FGB8207	GGB25207	GGB25207_SGB41980	SGB41980
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	Ruminococcaceae_bacterium	SGB43566
Bacteria	Bacteroidetes	CFGB7515	OFGB7515	FGB7515	GGB23923	GGB23923_SGB35666	SGB35666
Bacteria	Bacteroidetes	CFGB7478	OFGB7478	FGB7478	GGB27577	GGB27577_SGB39905	SGB39905
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	GGB29953	GGB29953_SGB42832	SGB42832
Bacteria	Bacteroidetes	CFGB7518	OFGB7518	FGB7518	GGB23930	GGB23930_SGB35674	SGB35674
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium_sp_MF47	SGB87688
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	Ruminococcus_gnavus	SGB4584
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Bavariicoccus	Bavariicoccus_seileri	SGB29877
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_sp_241_2_2	SGB49087
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus_psychrosaccharolyticus	SGB30221
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	GGB24117	GGB24117_SGB35912	SGB35912
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Actinotalea	Actinotalea_sp_JY_7876	SGB87524
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	Ruminococcaceae_bacterium	SGB41098
Bacteria	Bacteroidetes	CFGB7550	OFGB7550	FGB7550	GGB24066	GGB24066_SGB35846	SGB35846
Bacteria	Actinobacteria	CFGB8538	OFGB8538	FGB8538	GGB25879	GGB25879_SGB37869	SGB37869
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	Succiniclasticum_ruminis	SGB5732
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Mumia	Mumia_sp_ZJ1417	SGB87680
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	Jeotgalibaca_dankookensis	SGB7901
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_viikkiensis	SGB49090
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_sp_dk4132	SGB87657
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella_sp_HDW19	SGB80439
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	SGB7984
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Pseudoclavibacter	Pseudoclavibacter_sp_CFCC_11306	SGB69239
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Faecalibacter	Faecalibacter_sp_WQ_117	SGB84908
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces_provencensis	SGB33761
Bacteria	Firmicutes	CFGB11875	OFGB11875	FGB11875	GGB34476	GGB34476_SGB65958	SGB65958
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriia_unclassified	Coriobacteriia_unclassified	Coriobacteriia_unclassified	Coriobacteriia_unclassified_SGB14764	SGB14764
Bacteria	Bacteroidetes	CFGB7478	OFGB7478	FGB7478	GGB23842	GGB23842_SGB35573	SGB35573
Bacteria	Spirochaetes	Spirochaetia	Spirochaetia_unclassified	Spirochaetia_unclassified	Spirochaetia_unclassified	Spirochaetia_bacterium	SGB50812
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	GGB24842	GGB24842_SGB36740	SGB36740
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter_gandavensis	SGB88034
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	GGB24843	GGB24843_SGB36741	SGB36741
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_chenjunshii	SGB25301
Bacteria	Firmicutes	CFGB9552	OFGB9552	FGB9552	GGB28569	GGB28569_SGB41182	SGB41182
Bacteria	Candidatus_Saccharibacteria	CFGB7365	OFGB7365	FGB7365	GGB27469	GGB27469_SGB39758	SGB39758
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia_alvei	SGB10209_group
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	GGB30176	GGB30176_SGB43103	SGB43103
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium_prausnitzii	SGB15318_group
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Oribacterium_sp_NK2B42	SGB28611
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_garvieae	SGB7982
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium_sp_JV5	SGB35151
Bacteria	Firmicutes	CFGB8213	OFGB8213	FGB8213	GGB29186	GGB29186_SGB41921	SGB41921
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	GGB30023	GGB30023_SGB42923	SGB42923
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	Ruminococcaceae_bacterium	SGB41101
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_kribbianus	SGB80454
Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_sp_zg_DK7169	SGB87658
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Algoriella	Algoriella_xinjiangensis	SGB3057
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	Rummeliibacillus_sp_POC4	SGB29934
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	GGB23810	GGB23810_SGB35520	SGB35520
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	SGB7196
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	Bacteroidales_unclassified	Bacteroidales_bacterium	SGB2021
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Devosia_sp_MC1541	SGB89464
Bacteria	Candidatus_Saccharibacteria	CFGB7364	OFGB7364	FGB7364	GGB23621	GGB23621_SGB35320	SGB35320
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	GGB27646	GGB27646_SGB39990	SGB39990
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium_sp_DK4209	SGB78598
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus_sp_2017	SGB25142
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium	Lachnobacterium_bovis	SGB5139
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Flaviflexus	Flaviflexus_sp_JY_899	SGB86836
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	Buttiauxella_agrestis	SGB10040
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	Solibacillus_sp_A46	SGB82695
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_caeni	SGB31389
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_tangerina	SGB28076
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella_sp_BA40	SGB86217
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix_rhusiopathiae	SGB44486
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_baratii	SGB6194
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_thermobutyricum	SGB6193
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_massiliamazoniense	SGB29082
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter_aquimaris	SGB23000
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	GGB23998	GGB23998_SGB35759	SGB35759
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_pecorum	SGB5497
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Oerskovia	Oerskovia_sp_Sa2CUA8	SGB87518
Bacteria	Firmicutes	CFGB8213	OFGB8213	FGB8213	GGB25229	GGB25229_SGB37165	SGB37165
Bacteria	Firmicutes	CFGB8236	OFGB8236	FGB8236	GGB25262	GGB25262_SGB37198	SGB37198
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	Ruminococcaceae_bacterium	SGB41084
Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	GGB28516	GGB28516_SGB41113	SGB41113
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas	Pusillimonas_ginsengisoli	SGB32662
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	Methylobacter_marinus	SGB30705
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenaceae_unclassified	Alcaligenaceae_bacterium	SGB88671
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinicoccus	Ornithinicoccus_hortensis	SGB87594
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	Lawsonia_intracellularis	SGB19107
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas	Pusillimonas_harenae	SGB32665
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_orientale	SGB78920
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas_mobilis	SGB13362
Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	GGB27248	GGB27248_SGB39474	SGB39474
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas	Pusillimonas_thiosulfatoxidans	SGB32663
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Mycetocola	Mycetocola_manganoxydans	SGB34859
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Methyloceanibacter	Methyloceanibacter_marginalis	SGB10926
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus_boritolerans	SGB3234
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Tetrasphaera	Tetrasphaera_SGB87564	SGB87564
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_sp_7209_2	SGB89625
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Candidatus_Nitrotoga	Candidatus_Nitrotoga_sp_AM1P	SGB80827
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	Methylophaga_SGB13851	SGB13851
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga_sp_D2P1	SGB12739
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis_sp_JAI108	SGB90139
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis_fribergensis	SGB11575
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella	Sphingosinicella_soli	SGB90219
Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Novipirellula	Novipirellula_galeiformis	SGB85128
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_migulae	SGB12244
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia_atriviolacea	SGB32843
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	GGB44007	GGB44007_SGB61379	SGB61379
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter_senuensis	SGB23526
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Youhaiella	Youhaiella_tibetensis	SGB10981
Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Arachidicoccus	Arachidicoccus_ginsenosidivorans	SGB78226
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola	Isoptericola_halotolerans	SGB23802
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium_sp_SGG_5	SGB78596
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium_elephantis	SGB15691
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter_kumamotonensis	SGB15749
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Hephaestia	Hephaestia_caeni	SGB31643
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas	Pusillimonas_sp_T7_7	SGB13098
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Tatlockia	Tatlockia_micdadei	SGB13669
Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Criblamydiaceae	Estrella	Estrella_lausannensis	SGB5518
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium_moriokaense	SGB15686
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia_hydrophobica	SGB34003
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Yokenella	Yokenella_regensburgei	SGB10104
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	Methylobacter_luteus	SGB30706
Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Sinimarinibacterium	Sinimarinibacterium_sp_NLF_5_8	SGB81323
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas_sp_HPC101	SGB80731
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium_austroafricanum	SGB15676
Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	Bradymonadales_unclassified	Bradymonadales_unclassified	Bradymonadales_bacterium_V1718	SGB85188
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_fluorescens	SGB12163
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	Buttiauxella_gaviniae	SGB10037
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp_CBZ_4	SGB33231
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp_MPR_ANC1	SGB12212
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_fluorescens	SGB22797
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp_18058	SGB33177
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium_divergens	SGB7903
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp_GM80	SGB12210
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_lurida	SGB12150
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp_PDM05	SGB89067
